NR1D1	1.209611	12.695078	0.000000	0.000000
ABCF1	0.954346	9.661769	0.000000	0.000000
ZCWPW1	0.812084	7.971276	0.000000	0.000000
CLUAP1	0.811882	7.968885	0.000000	0.000000
OSER1	0.779062	7.578880	0.000000	0.000000
BHLHE40	0.776152	7.544303	0.000000	0.000000
LSM14B	0.770033	7.471596	0.000000	0.000000
MEPCE	0.752734	7.266028	0.000000	0.000000
SRP54	0.726241	6.951211	0.000000	0.000000
ID1	0.681719	6.422157	0.000000	0.000001
PET117	0.655516	6.110793	0.000000	0.000006
FAM168B	0.654329	6.096687	0.000000	0.000006
GZF1	0.647837	6.019544	0.000000	0.000008
BNIP3	0.641538	5.944692	0.000000	0.000012
FBXO33	0.639503	5.920504	0.000000	0.000013
CUTA	0.631751	5.828387	0.000000	0.000021
PPP1R3E	0.622667	5.720451	0.000000	0.000037
NEURL2	0.614584	5.624403	0.000000	0.000057
AJUBA	0.614452	5.622825	0.000000	0.000057
YTHDF1	0.596350	5.407721	0.000000	0.000176
ID2	0.595710	5.400123	0.000000	0.000176
AXIN2	0.593998	5.379775	0.000000	0.000188
AL132780.3	0.590616	5.339582	0.000000	0.000223
C17orf64	0.588703	5.316851	0.000000	0.000241
IPO4	0.586926	5.295744	0.000000	0.000254
HECTD1	0.586586	5.291695	0.000000	0.000254
FOXA1	0.585871	5.283200	0.000000	0.000256
TTC6	0.583139	5.250735	0.000000	0.000293
REV3L	0.579194	5.203859	0.000001	0.000357
KAT14	0.578809	5.199286	0.000001	0.000357
FZD5	0.572141	5.120045	0.000001	0.000521
HSF2	0.566357	5.051322	0.000001	0.000715
PIP4P1	0.565217	5.037770	0.000001	0.000743
MAP1LC3B	0.564555	5.029905	0.000001	0.000750
ZFP36L2	0.563818	5.021147	0.000001	0.000761
CITED2	0.559510	4.969951	0.000002	0.000956
MCRIP1	0.557576	4.946976	0.000002	0.001042
TPD52L2	0.550755	4.865921	0.000003	0.001511
EMC9	0.547891	4.831893	0.000003	0.001736
DHODH	0.539901	4.736942	0.000005	0.002662
ANKRD12	0.539455	4.731645	0.000005	0.002662
